neighborhood,building_class_category,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,sale_price,sale_date,latitude,longitude
ALPHABET CITY,12 CONDOS - WALKUP APARTMENTS,511 EAST 11TH,A2,10009,1.0,,1.0,,,,2000000.0,2023-08-28,43.3227292,-76.400769
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,754 EAST 6TH STREET,2B,10009,1.0,,1.0,,,,900000.0,2023-04-04,40.7225283,-73.977249
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,754 EAST 6TH STREET,6D,10009,1.0,,1.0,,,,975000.0,2023-04-05,40.7225283,-73.977249
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,399 EAST 8TH STREET,9A,10009,1.0,,1.0,,,2014.0,2500000.0,2023-09-14,40.7240082,-73.97632842216495
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,310 EAST HOUSTON STREET,5C,10002,1.0,,1.0,,,2005.0,930000.0,2023-10-13,40.7215445,-73.9834185
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,143 AVENUE B,6B,10009,1.0,,1.0,,,1928.0,319000.0,2023-04-11,40.726322999999994,-73.97998335163018
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,143 AVENUE B,11F,10009,1.0,,1.0,,,1928.0,702500.0,2023-10-19,40.726322999999994,-73.97998335163018
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,143 AVENUE B,12D,10009,1.0,,1.0,,,1928.0,1.0,2023-11-03,40.726322999999994,-73.97998335163018
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,143 AVENUE B,12D,10009,1.0,,1.0,,,1928.0,1020000.0,2023-10-16,40.726322999999994,-73.97998335163018
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,143 AVENUE B,14C,10009,1.0,,1.0,,,1928.0,702500.0,2023-04-03,40.726322999999994,-73.97998335163018
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,143 AVENUE B,14E,10009,1.0,,1.0,,,1928.0,1100000.0,2023-07-28,40.726322999999994,-73.97998335163018
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,189 AVENUE C,6C,10009,1.0,,1.0,,,1910.0,700000.0,2023-05-19,40.726817000000004,-73.97695999999999
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,215 AVENUE B,1008,10009,1.0,,1.0,,,2008.0,1180000.0,2023-05-16,40.728779149999994,-73.97820480095287
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,175 EAST 2ND STREET,3B,10009,1.0,,1.0,,,,1050000.0,2023-03-03,40.7223349,-73.98465034313641
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,175 EAST 2ND STREET,5A,10009,1.0,,1.0,,,,1200000.0,2023-07-27,40.7223349,-73.98465034313641
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,100 AVENUE A,3C,10009,1.0,,1.0,,,2014.0,1185000.0,2023-06-05,40.7256814,-73.9835909
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,100 AVENUE A,4E,10009,1.0,,1.0,,,2014.0,1236300.0,2023-06-01,40.7256814,-73.9835909
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,100 AVENUE A,7E,10009,1.0,,1.0,,,2014.0,1200000.0,2023-09-14,40.7256814,-73.9835909
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,525 EAST 11TH STREET,PH8B,10009,1.0,,1.0,,,1965.0,3115000.0,2024-01-10,40.72817005,-73.98044932350888
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,531 EAST 12TH ST,4A,10009,1.0,,1.0,,,2009.0,1050000.0,2023-12-28,40.728674299999994,-73.97971673898712
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,533 EAST 12TH ST,5B,10009,1.0,,1.0,,,2009.0,1810000.0,2024-01-30,40.728674299999994,-73.97971673898712
ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,533 EAST 12TH ST,PHA,10009,1.0,,1.0,,,2009.0,2000000.0,2023-04-28,40.728674299999994,-73.97971673898712
ALPHABET CITY,14 RENTALS - 4-10 UNIT,13 AVENUE B,None,10009,5.0,1.0,6.0,1587.0,6070.0,1920.0,4300000.0,2023-07-13,40.72179225,-73.98334820944856
ALPHABET CITY,14 RENTALS - 4-10 UNIT,32 AVENUE A,None,10009,3.0,1.0,4.0,1672.0,4708.0,1960.0,3780000.0,2023-03-09,40.723285149999995,-73.98522266222469
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,298 EAST 2ND STREET,5,10009,1.0,,1.0,,,2017.0,2002898.0,2023-09-11,40.72047945,-73.97937613440688
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,298 EAST 2ND STREET,7,10009,1.0,,1.0,,,2017.0,2100000.0,2024-02-29,40.72047945,-73.97937613440688
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,253 EAST 7TH STREET,4A,10009,1.0,,1.0,,,2017.0,1075000.0,2023-09-08,40.723799299999996,-73.97779371733998
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,650 EAST 6TH STREET,5,10009,1.0,,1.0,,,2021.0,10.0,2024-02-22,40.7235407,-73.97982493575819
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,650 EAST 6TH STREET,5,10009,1.0,,1.0,,,2021.0,2210000.0,2023-09-21,40.7235407,-73.97982493575819
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,650 EAST 6TH STREET,PH,10009,1.0,,1.0,,,2021.0,2445000.0,2023-10-02,40.7235407,-73.97982493575819
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,619 EAST 6TH STREET,2,10009,1.0,,1.0,,,1900.0,661863.0,2023-04-11,40.724184550000004,-73.98047119324224
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,619 EAST 6TH STREET,3,10009,1.0,,1.0,,,1900.0,2525000.0,2023-06-06,40.724184550000004,-73.98047119324224
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,619 EAST 6TH STREET,5,10009,1.0,,1.0,,,1900.0,6073463.0,2023-06-08,40.724184550000004,-73.98047119324224
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,619 EAST 11TH STREET,2B,10009,1.0,,1.0,,,,770000.0,2023-08-25,40.727195800000004,-73.97838296280496
ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,643 EAST 11TH STREET,1,10009,1.0,,1.0,,,2006.0,1700000.0,2024-01-19,40.726827799999995,-73.97751721114861
ALPHABET CITY,17 CONDO COOPS,99 AVENUE B,3E,10009,,,,,,1900.0,1325000.0,2023-04-26,40.7246516,-73.9813759
ALPHABET CITY,17 CONDO COOPS,186 EAST 2ND STREET,16,10009,,,,,,1920.0,305000.0,2024-01-23,40.72256215,-73.98413668940992
ALPHABET CITY,17 CONDO COOPS,50 AVENUE A,5D,10009,,,,,,1920.0,1200000.0,2023-10-05,40.7555913,-73.9621887
ALPHABET CITY,17 CONDO COOPS,214 AVENUE A,1F,10009,,,,,,1920.0,425000.0,2024-02-15,40.7298874,-73.9804828
ALPHABET CITY,22 STORE BUILDINGS,650 EAST 5TH STREET,None,10009,3.0,1.0,4.0,2160.0,3840.0,2000.0,3400000.0,2023-07-13,40.72318416326531,-73.98062091836735
ALPHABET CITY,27 FACTORIES,638 EAST 12TH STREET,None,10009,0.0,1.0,1.0,2237.0,4532.0,1958.0,2800000.0,2023-07-18,40.72734655,-73.97764746109296
ALPHABET CITY,31 COMMERCIAL VACANT LAND,270 EAST 2ND STREET,None,10009,0.0,0.0,0.0,8162.0,0.0,,10.0,2023-11-30,40.72092615,-73.9803970744503
ALPHABET CITY,33 EDUCATIONAL FACILITIES,350 EAST 10TH STREET,None,10009,0.0,1.0,1.0,27681.0,93420.0,1910.0,57267452.0,2024-01-04,40.7265956,-73.9795249
CHELSEA,01 ONE FAMILY DWELLINGS,455 WEST 24TH STREET,None,10011,1.0,0.0,1.0,2057.0,4064.0,1910.0,6050000.0,2024-01-23,40.748244299999996,-74.00292938177084
CHELSEA,01 ONE FAMILY DWELLINGS,310 WEST 19TH STREET,None,10011,1.0,0.0,1.0,1120.0,1728.0,1910.0,1812500.0,2023-10-11,40.74299295,-74.00101194999999
CHELSEA,01 ONE FAMILY DWELLINGS,251 WEST 16TH STREET,None,10011,1.0,0.0,1.0,1360.0,2736.0,1910.0,3078283.0,2023-12-13,40.74083575,-74.00062886409444
CHELSEA,02 TWO FAMILY DWELLINGS,313 WEST 20TH STREET,None,10011,2.0,0.0,2.0,2300.0,9200.0,1900.0,10700000.0,2023-08-10,40.74396395,-74.00053944823009
CHELSEA,02 TWO FAMILY DWELLINGS,324 WEST 22ND STREET,None,10011,2.0,0.0,2.0,2049.0,4648.0,1910.0,6250000.0,2023-10-18,40.744970800000004,-74.00020850765796
CHELSEA,03 THREE FAMILY DWELLINGS,439 WEST 24TH STREET,None,10011,3.0,0.0,3.0,2057.0,3360.0,1910.0,5400000.0,2023-05-23,40.74802225,-74.00240311339643
CHELSEA,03 THREE FAMILY DWELLINGS,232 WEST 15TH STREET,None,10011,3.0,0.0,3.0,1688.0,4480.0,1901.0,9500000.0,2023-03-28,40.73973825,-74.00081229814188
CHELSEA,04 TAX CLASS 1 CONDOS,504 WEST 22ND STREET,RES,10011,1.0,,1.0,,,1910.0,6668476.0,2023-10-13,40.7470799,-74.00518228576155
CHELSEA,07 RENTALS - WALKUP APARTMENTS,505 WEST 22ND STREET,None,10011,10.0,0.0,10.0,1274.0,6030.0,1900.0,23000000.0,2023-09-07,40.74734425,-74.00498599173012
CHELSEA,07 RENTALS - WALKUP APARTMENTS,203 10TH AVENUE,None,10011,8.0,1.0,9.0,1835.0,8520.0,1905.0,23000000.0,2023-09-07,40.7471927,-74.0047522
CHELSEA,07 RENTALS - WALKUP APARTMENTS,205 10TH AVENUE,None,10011,9.0,1.0,10.0,1825.0,7655.0,1905.0,23000000.0,2023-09-07,40.74729485,-74.00481254071357
CHELSEA,07 RENTALS - WALKUP APARTMENTS,146 10TH AVENUE,None,10011,16.0,1.0,17.0,2001.0,8625.0,1900.0,26850000.0,2023-06-28,40.7452438,-74.0056781
CHELSEA,07 RENTALS - WALKUP APARTMENTS,148 10TH AVENUE,None,10011,15.0,1.0,16.0,2001.0,8625.0,1900.0,26850000.0,2023-06-28,40.74528275,-74.00557645899683
CHELSEA,07 RENTALS - WALKUP APARTMENTS,150 10TH AVENUE,None,10011,15.0,1.0,16.0,2001.0,8625.0,1900.0,26850000.0,2023-06-28,40.7453361,-74.00551330960724
CHELSEA,07 RENTALS - WALKUP APARTMENTS,415 WEST 22ND STREET,None,10011,10.0,0.0,10.0,1481.0,3500.0,1900.0,6700000.0,2023-03-07,40.74621435,-74.00224035
CHELSEA,07 RENTALS - WALKUP APARTMENTS,413 WEST 22ND STREET,None,10011,8.0,0.0,8.0,1481.0,3500.0,1900.0,4700000.0,2023-03-07,40.746191499999995,-74.00219329753115
CHELSEA,07 RENTALS - WALKUP APARTMENTS,362-364 WEST 15TH STREET,None,10011,15.0,0.0,15.0,2832.0,8741.0,1885.0,2150000.0,2023-12-27,40.7428865,-74.0078376
CHELSEA,07 RENTALS - WALKUP APARTMENTS,359 WEST 20TH STREET,None,10011,5.0,0.0,5.0,1591.0,4472.0,1900.0,5500000.0,2023-07-13,40.744552850000005,-74.00213178264272
CHELSEA,07 RENTALS - WALKUP APARTMENTS,339 WEST 29TH STREET,None,10001,10.0,0.0,10.0,2173.0,6578.0,1900.0,2117138.0,2023-12-28,40.7499555,-73.9973560988314
CHELSEA,07 RENTALS - WALKUP APARTMENTS,228 WEST 17TH STREET,4B,10011,15.0,0.0,15.0,2100.0,7790.0,1930.0,425000.0,2024-01-19,40.74081885,-73.9996879233955
CHELSEA,07 RENTALS - WALKUP APARTMENTS,212 WEST 20TH STREET,None,10011,12.0,0.0,12.0,2089.0,7950.0,1938.0,4200000.0,2023-07-01,40.7424356,-73.99786113721143
CHELSEA,07 RENTALS - WALKUP APARTMENTS,227 WEST 20TH STREET,None,10011,20.0,2.0,22.0,2180.0,9234.0,1920.0,13750000.0,2023-03-15,40.742924349999996,-73.99817050555947
CHELSEA,07 RENTALS - WALKUP APARTMENTS,225 WEST 20TH STREET,None,10011,10.0,0.0,10.0,1944.0,7475.0,1901.0,13750000.0,2023-03-15,40.742894050000004,-73.99808731722663
CHELSEA,07 RENTALS - WALKUP APARTMENTS,184 7 AVENUE,None,10011,12.0,3.0,15.0,1870.0,7488.0,1920.0,5600000.0,2023-03-30,40.7367035,-74.0010309
CHELSEA,07 RENTALS - WALKUP APARTMENTS,242 WEST 21ST STREET,None,10011,12.0,0.0,12.0,2167.0,4721.0,1910.0,2925000.0,2023-07-01,40.74336205,-73.99840146196695
CHELSEA,07 RENTALS - WALKUP APARTMENTS,244 WEST 21ST STREET,None,10011,12.0,0.0,12.0,2162.0,8503.0,1944.0,3000000.0,2023-07-01,40.743415799999994,-73.9984428579904
CHELSEA,07 RENTALS - WALKUP APARTMENTS,246 WEST 21ST STREET,None,10011,28.0,0.0,28.0,2582.0,5250.0,1910.0,2175000.0,2023-07-01,40.743444100000005,-73.9985107
CHELSEA,07 RENTALS - WALKUP APARTMENTS,248 WEST 21ST STREET,None,10011,15.0,0.0,15.0,2104.0,6982.0,1920.0,2700000.0,2023-07-01,40.7434747,-73.99858260923025
CHELSEA,07 RENTALS - WALKUP APARTMENTS,224 8 AVENUE,None,10011,22.0,3.0,25.0,4000.0,16479.0,1910.0,15000000.0,2023-06-26,40.63815425,-73.70441105381774
CHELSEA,07 RENTALS - WALKUP APARTMENTS,228 8 AVENUE,None,10011,22.0,1.0,23.0,3925.0,15226.0,1920.0,15000000.0,2023-06-26,42.9593023,-78.8784535
CHELSEA,08 RENTALS - ELEVATOR APARTMENTS,202 WEST 24TH STREET,None,10011,180.0,0.0,180.0,18682.0,68879.0,2002.0,10.0,2023-06-28,40.7448241,-73.99594419792456
CHELSEA,08 RENTALS - ELEVATOR APARTMENTS,161 WEST 16TH STREET,5A,10011,68.0,1.0,69.0,12925.0,62400.0,1920.0,685000.0,2023-10-31,40.7398321,-73.9983381
CHELSEA,09 COOPS - WALKUP APARTMENTS,475 WEST 22ND STREET,4,10011,,,,,,1900.0,2500000.0,2023-06-29,40.74677124489796,-74.00383204081632
CHELSEA,09 COOPS - WALKUP APARTMENTS,453 WEST 22ND STREET,DUPLE,10011,,,,,,1900.0,2563622.0,2023-08-16,40.7466731,-74.00333476600572
CHELSEA,09 COOPS - WALKUP APARTMENTS,429 WEST 22ND ST,4H,10011,,,,,,1850.0,2300000.0,2023-07-19,40.74637145,-74.00261845565669
CHELSEA,09 COOPS - WALKUP APARTMENTS,428 WEST 23RD STREET,4D,10011,,,,,,1900.0,1940000.0,2023-03-23,40.74676225,-74.00260935
CHELSEA,09 COOPS - WALKUP APARTMENTS,450 WEST 23RD STREET,A/B,10011,,,,,,1900.0,5100000.0,2023-03-20,40.7471254,-74.0033985
CHELSEA,09 COOPS - WALKUP APARTMENTS,458-460 WEST 23RD STREET,4A,10011,,,,,,1900.0,1400000.0,2023-08-07,40.7441628,-73.9957714
CHELSEA,09 COOPS - WALKUP APARTMENTS,460 WEST 23RD STREET,3B,10011,,,,,,1900.0,650000.0,2023-12-29,40.747271,-74.00375883009602
CHELSEA,09 COOPS - WALKUP APARTMENTS,320 WEST 17TH STREET,1RW,10011,,,,,,1920.0,372000.0,2023-06-15,40.7418517,-74.00217105589397
CHELSEA,09 COOPS - WALKUP APARTMENTS,326 WEST 17TH STREET,5W,10011,,,,,,1910.0,180000.0,2023-03-10,40.7419685,-74.0024049873777
CHELSEA,09 COOPS - WALKUP APARTMENTS,328 WEST 17TH STREET,2R,10011,,,,,,1900.0,495000.0,2023-08-16,40.74203825,-74.00245575111622
CHELSEA,09 COOPS - WALKUP APARTMENTS,330 WEST 17TH STREET,4R,10011,,,,,,1900.0,540000.0,2023-03-27,40.74204845,-74.00255133365386
CHELSEA,09 COOPS - WALKUP APARTMENTS,332 WEST 17TH STREET,2E,10011,,,,,,1900.0,530000.0,2023-11-30,40.742078649999996,-74.00262532058923
CHELSEA,09 COOPS - WALKUP APARTMENTS,334 WEST 17TH,4E,10011,,,,,,1900.0,655000.0,2023-09-27,40.742114,-74.00270773987341
CHELSEA,09 COOPS - WALKUP APARTMENTS,314 WEST 19TH STREET,1A,10011,,,,,,1920.0,1621000.0,2023-09-15,40.74298015,-74.00116571640915
CHELSEA,09 COOPS - WALKUP APARTMENTS,340 WEST 19TH STREET,#5,10011,,,,,,1920.0,950000.0,2023-03-09,40.74337815,-74.00215084500684
CHELSEA,09 COOPS - WALKUP APARTMENTS,340 WEST 19TH STREET,15,10011,,,,,,1920.0,985000.0,2023-04-11,40.74337815,-74.00215084500684
CHELSEA,09 COOPS - WALKUP APARTMENTS,340 WEST 19TH STREET,17,10011,,,,,,1920.0,750000.0,2023-10-19,40.74337815,-74.00215084500684
CHELSEA,09 COOPS - WALKUP APARTMENTS,365 WEST 19TH STREET,3F,10011,,,,,,1910.0,1682100.0,2023-12-12,40.744022,-74.00253019730528
CHELSEA,09 COOPS - WALKUP APARTMENTS,160 NINTH AVE,4FR,10011,,,,,,1920.0,1460000.0,2024-02-06,42.7088984,-73.7151634
CHELSEA,09 COOPS - WALKUP APARTMENTS,162-90 9TH AVENUE,8B,10011,,,,,,1920.0,395000.0,2023-12-15,40.7435272,-74.0035433
CHELSEA,09 COOPS - WALKUP APARTMENTS,337 WEST 20TH STREET,4B,10011,,,,,,1850.0,850000.0,2024-01-04,40.74426085,-74.00145601679104
CHELSEA,09 COOPS - WALKUP APARTMENTS,307 WEST 20TH STREET,3R,10011,,,,,,1850.0,475000.0,2023-08-02,40.74379505,-74.00035159999999
CHELSEA,09 COOPS - WALKUP APARTMENTS,345 WEST 21ST STREET,2C,10011,,,,,,1920.0,538000.0,2023-12-04,40.7450311,-74.00131570397778
CHELSEA,09 COOPS - WALKUP APARTMENTS,345 WEST 21ST STREET,2D,10011,,,,,,1920.0,550000.0,2023-06-05,40.7450311,-74.00131570397778
CHELSEA,09 COOPS - WALKUP APARTMENTS,345 WEST 21ST STREET,4D,10011,,,,,,1920.0,525000.0,2023-04-06,40.7450311,-74.00131570397778
CHELSEA,09 COOPS - WALKUP APARTMENTS,345 WEST 21ST STREET,5A,10011,,,,,,1920.0,545000.0,2023-05-04,40.7450311,-74.00131570397778
CHELSEA,09 COOPS - WALKUP APARTMENTS,335 WEST 21ST STREET,1RE,10011,,,,,,1920.0,407000.0,2024-02-07,40.74490155,-74.00100200895253
CHELSEA,09 COOPS - WALKUP APARTMENTS,335 WEST 21ST STREET,3RE,10011,,,,,,1920.0,420000.0,2023-08-23,40.74490155,-74.00100200895253
CHELSEA,09 COOPS - WALKUP APARTMENTS,333 WEST 21ST STREET,2RW,10011,,,,,,1900.0,450000.0,2023-04-11,40.744867,-74.00091479311286
CHELSEA,09 COOPS - WALKUP APARTMENTS,333 WEST 21ST STREET,4EF,10011,,,,,,1900.0,635000.0,2023-07-13,40.744867,-74.00091479311286
CHELSEA,09 COOPS - WALKUP APARTMENTS,325 WEST 21ST ST,11,10011,,,,,,1864.0,525000.0,2023-07-19,40.74473175,-74.00060365368225
CHELSEA,09 COOPS - WALKUP APARTMENTS,326 WEST 22ND STREET,1R,10011,,,,,,1920.0,3200000.0,2023-08-15,40.74499915,-74.00027493291746
CHELSEA,09 COOPS - WALKUP APARTMENTS,345 WEST 22ND STREET,1,10011,,,,,,1910.0,4925000.0,2023-04-11,40.74558965,-74.00076612168473
CHELSEA,09 COOPS - WALKUP APARTMENTS,347 WEST 22ND STREET,9,10011,,,,,,1910.0,1470000.0,2023-03-14,40.74526706122449,-74.00026128571429
CHELSEA,09 COOPS - WALKUP APARTMENTS,354 WEST 23RD ST.,2C,10011,,,,,,1900.0,405000.0,2023-05-30,40.7459757,-74.0007248156297
CHELSEA,09 COOPS - WALKUP APARTMENTS,356 WEST 23 STREET,GC,10011,,,,,,1910.0,1100000.0,2023-07-12,,
CHELSEA,09 COOPS - WALKUP APARTMENTS,214 WEST 16,1W,10011,,,,,,1901.0,260000.0,2024-01-31,40.7525589,-73.55162446105325
CHELSEA,09 COOPS - WALKUP APARTMENTS,234 WEST 16TH STREET,5D,10011,,,,,,1915.0,560000.0,2024-01-18,40.74040755,-74.00050381308628
CHELSEA,09 COOPS - WALKUP APARTMENTS,256 WEST 21ST STREET,G2,10011,,,,,,1900.0,1325000.0,2023-10-19,40.74358565,-73.99887079104988
CHELSEA,09 COOPS - WALKUP APARTMENTS,260 WEST 22ND STREET,2F,10011,,,,,,1905.0,830000.0,2023-07-26,40.7442042,-73.99840024049774
CHELSEA,09 COOPS - WALKUP APARTMENTS,264 WEST 22ND STREET,11,10011,,,,,,1920.0,490000.0,2023-10-11,40.74424,-73.99857770040984
CHELSEA,09 COOPS - WALKUP APARTMENTS,261 WEST 22ND STREET,12,10011,,,,,,1917.0,650000.0,2023-08-28,40.74443525,-73.99783387714152
CHELSEA,09 COOPS - WALKUP APARTMENTS,127 WEST 15TH STREET,3R,10011,,,,,,1911.0,670000.0,2023-05-16,40.7386953,-73.99739255
CHELSEA,09 COOPS - WALKUP APARTMENTS,115 WEST 15TH STREET,3R,10011,,,,,,1911.0,825000.0,2024-01-17,40.7384368,-73.9970078
CHELSEA,09 COOPS - WALKUP APARTMENTS,113 WEST 15TH STREET,2E,10011,,,,,,1911.0,355000.0,2023-12-04,40.7384138,-73.9969501
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,520 WEST 23RD STREET,14E,10011,,,,,,2003.0,799000.0,2023-04-12,40.7478552,-74.0049853
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,520 WEST 23RD STREET,16C,10011,,,,,,2003.0,715000.0,2023-03-06,40.7478552,-74.0049853
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,520 WEST 23RD STREET,3C,10011,,,,,,2003.0,1150000.0,2023-08-17,40.7478552,-74.0049853
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,520 WEST 23RD STREET,7C,10011,,,,,,2003.0,1050000.0,2023-11-27,40.7478552,-74.0049853
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,520 WEST 23RD STREET,9C,10011,,,,,,2003.0,1135000.0,2023-05-22,40.7478552,-74.0049853
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,453 WEST 19TH STREET,2A,10011,,,,,,1983.0,760000.0,2023-10-05,40.745055199999996,-74.00510609449154
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,458 WEST 20TH STREET,2B,10011,,,,,,1900.0,981469.0,2023-10-13,40.74544145,-74.0051337041278
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,458 WEST 20TH STREET,2D,10011,,,,,,1900.0,949717.0,2023-03-31,40.74544145,-74.0051337041278
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,458 WEST 20TH STREET,5A,10011,,,,,,1900.0,999014.0,2023-03-27,40.74544145,-74.0051337041278
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,458 WEST 20TH,1C,10011,,,,,,1900.0,536795.0,2023-05-03,40.74544145,-74.0051337041278
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,410 WEST 23RD STREET,3A,10011,,,,,,1920.0,846000.0,2023-06-08,40.74650125,-74.00195000213111
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,331 WEST 14TH STREET,5A,10014,,,,,,1900.0,430000.0,2023-08-21,40.740594099999996,-74.0039190057903
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,325 WEST 16TH STREET,3W,10011,,,,,,1902.0,1350000.0,2023-12-21,40.7416777,-74.0027226
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,319 WEST 18TH STREET,2C,10011,,,,,,1928.0,358000.0,2023-10-19,40.74286875,-74.00164586106027
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,319 WEST 18TH STREET,4J,10011,,,,,,1928.0,575000.0,2024-02-22,40.74286875,-74.00164586106027
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,320 WEST 19TH STREET,6F,10011,,,,,,1900.0,690000.0,2023-05-02,40.743130050000005,-74.00137749011958
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,365 WEST 20TH STREET,10A,10011,,,,,,1928.0,837500.0,2023-11-30,40.7445936,-74.0023724
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,365 WEST 20TH STREET,7C,10011,,,,,,1928.0,875000.0,2023-06-07,40.7445936,-74.0023724
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,333 WEST 22ND STREET,2A,10011,,,,,,1910.0,758000.0,2023-09-12,40.74540535,-74.00038733638448
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,350 WEST 24TH STREET,8C,10011,,,,,,1963.0,150482.0,2023-07-27,40.746736,-74.0005716
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,350 WEST 24TH STREET,8E,10011,,,,,,1963.0,112448.0,2023-05-09,40.746736,-74.0005716
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,311 WEST 24TH STREET,12E,10011,,,,,,1963.0,94052.0,2023-07-24,40.7465159,-73.9985519
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,311 WEST 24TH STREET,9C,10011,,,,,,1963.0,150206.0,2023-06-15,40.7465159,-73.9985519
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,311 WEST 24TH STREET,9E,10011,,,,,,1963.0,93534.0,2023-04-24,40.7465159,-73.9985519
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,321 WEST 24TH STREET,12C,10011,,,,,,1963.0,150206.0,2023-06-08,40.7463764,-73.998743
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,321 WEST 24TH STREET,12J,10011,,,,,,1963.0,187067.0,2023-04-25,40.7463764,-73.998743
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,321 WEST 24TH STREET,1G,10011,,,,,,1963.0,113276.0,2023-09-20,40.7463764,-73.998743
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,321 WEST 24TH STREET,3D,10011,,,,,,1963.0,170225.0,2023-10-18,40.7463764,-73.998743
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,321 WEST 24TH STREET,6E,10011,,,,,,1963.0,94570.0,2023-10-18,40.7463764,-73.998743
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,321 WEST 24TH STREET,6G,10011,,,,,,1963.0,112448.0,2023-05-23,40.7463764,-73.998743
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,321 WEST 24TH STREET,7E,10011,,,,,,1963.0,93879.0,2023-06-28,40.7463764,-73.998743
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,321 WEST 24TH STREET,8B,10011,,,,,,1963.0,168982.0,2023-06-28,40.7463764,-73.998743
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,321 WEST 24TH STREET,9A,10011,,,,,,1963.0,132155.0,2023-09-07,40.7463764,-73.998743
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,341 WEST 24TH STREET,10F,10011,,,,,,1963.0,226552.0,2023-09-22,40.7468479,-73.99960779605186
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,341 WEST 24TH STREET,12C,10011,,,,,,1963.0,150206.0,2023-06-01,40.7468479,-73.99960779605186
CHELSEA,10 COOPS - ELEVATOR APARTMENTS,341 WEST 24TH STREET,17F,10011,,,,,,1963.0,224066.0,2023-03-13,40.7468479,-73.99960779605186
