neighborhood,building_class_category,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,sale_price,sale_date,latitude,longitude
LOWER EAST SIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,39 MONROE STREET,2A,10002,1.0,,1.0,,,1915.0,651930.0,2023-05-08,40.71169475,-73.99475182343622
LOWER EAST SIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,39 MONROE STREET,3A,10002,1.0,,1.0,,,1915.0,692660.0,2023-03-27,40.71169475,-73.99475182343622
LOWER EAST SIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,39 MONROE STREET,4A,10002,1.0,,1.0,,,1915.0,598426.0,2023-08-28,40.71169475,-73.99475182343622
LOWER EAST SIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,141 DIVISION STREET,7,10002,1.0,,1.0,,,1987.0,980000.0,2023-10-16,40.714371549999996,-73.9908820143281
LOWER EAST SIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,18 ORCHARD STREET,5,10002,1.0,,1.0,,,,4000000.0,2023-07-05,40.7152105,-73.9914617601771
LOWER EAST SIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,30 ORCHARD STREET,4,10002,1.0,,1.0,,,1979.0,1965000.0,2023-04-18,40.715605350000004,-73.9912744435567
LOWER EAST SIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,27 ESSEX STREET,3B,10002,1.0,,1.0,,,1903.0,618000.0,2023-05-12,40.7158165,-73.9897834
LOWER EAST SIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,14 CLINTON STREET,3A,10002,1.0,,1.0,,,2021.0,738231.0,2023-12-28,40.7208233,-73.98389290692776
LOWER EAST SIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,14 CLINTON STREET,3B,10002,1.0,,1.0,,,2021.0,941881.0,2023-12-18,40.7208233,-73.98389290692776
LOWER EAST SIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,14 CLINTON STREET,4A,10002,1.0,,1.0,,,2021.0,992794.0,2023-12-21,40.7208233,-73.98389290692776
LOWER EAST SIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,14 CLINTON STREET,4B,10002,1.0,,1.0,,,2021.0,2952925.0,2024-01-17,40.7208233,-73.98389290692776
LOWER EAST SIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,147 LUDLOW STREET,4A,10002,1.0,,1.0,,,,1870191.0,2023-06-29,40.720720615384614,-73.98814446153847
LOWER EAST SIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,164 ELDRIDGE STREET,2R,10002,1.0,,1.0,,,,1692500.0,2023-03-02,40.71989965,-73.99082595000002
LOWER EAST SIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,165 CHRYSTIE STREET,301,10002,1.0,,1.0,,,2017.0,2500000.0,2023-09-13,40.72073655,-73.9928637600818
LOWER EAST SIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,165 CHRYSTIE STREET,701,10002,1.0,,1.0,,,2017.0,30000.0,2023-09-13,40.72073655,-73.9928637600818
LOWER EAST SIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,165 CHRYSTIE STREET,701,10002,1.0,,1.0,,,2017.0,2861283.0,2023-03-09,40.72073655,-73.9928637600818
LOWER EAST SIDE,15 CONDOS - 2-10 UNIT RESIDENTIAL,263 BOWERY,PH,10002,1.0,,1.0,,,2009.0,3775000.0,2023-03-31,40.72334065,-73.99248765419848
LOWER EAST SIDE,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,145 LUDLOW,1,10002,1.0,,1.0,,,,2950000.0,2023-09-28,40.92574585,-73.9001685
LOWER EAST SIDE,22 STORE BUILDINGS,74 ORCHARD STREET,None,10002,0.0,2.0,2.0,2187.0,6550.0,1920.0,4400000.0,2024-02-15,40.71760475,-73.99024268776596
LOWER EAST SIDE,22 STORE BUILDINGS,171 BOWERY,None,10002,3.0,1.0,4.0,2565.0,5696.0,1910.0,4000000.0,2024-02-12,40.71991955,-73.99375698287349
LOWER EAST SIDE,28 COMMERCIAL CONDOS,60 NORFOLK STREET,2,10002,,1.0,1.0,,,2021.0,663065.0,2023-10-26,40.71697425,-73.98798325
LOWER EAST SIDE,28 COMMERCIAL CONDOS,62 NORFOLK STREET,3,10002,,1.0,1.0,,,2021.0,155935.0,2023-10-26,40.7169895,-73.9879755
LOWER EAST SIDE,37 RELIGIOUS FACILITIES,5 MONROE STREET,None,10002,0.0,0.0,0.0,2643.0,11939.0,1900.0,14500000.0,2023-12-14,40.711600399999995,-73.99627117596154
LOWER EAST SIDE,37 RELIGIOUS FACILITIES,53 CATHERINE STREET,None,10038,0.0,1.0,1.0,7673.0,38000.0,1924.0,14500000.0,2023-12-14,40.7115663,-73.9966918
LOWER EAST SIDE,43 CONDO OFFICE BUILDINGS,31 MONROE STREET,CF4,10002,,1.0,1.0,,,2010.0,1000000.0,2023-06-28,40.7117141,-73.9950171
LOWER EAST SIDE,43 CONDO OFFICE BUILDINGS,195 BOWERY,None,10002,,1.0,1.0,,,1900.0,1750000.0,2023-12-08,40.7208659,-73.9935566
LOWER EAST SIDE,44 CONDO PARKING,208 DELANCEY STREET,P1,10002,,1.0,1.0,,,2021.0,970000.0,2023-07-13,40.7167309,-73.981191
LOWER EAST SIDE,44 CONDO PARKING,208 DELANCEY STREET,P2,10002,,1.0,1.0,,,2021.0,1850000.0,2024-02-12,40.7167309,-73.981191
LOWER EAST SIDE,46 CONDO STORE BUILDINGS,133 NORFOLK STREET,COMM,10002,,1.0,1.0,,,1900.0,1860000.0,2023-08-09,40.7199459,-73.98682326105454
LOWER EAST SIDE,46 CONDO STORE BUILDINGS,242 BROOME STREET,RTL1,10002,,1.0,1.0,,,2016.0,9088767.0,2023-03-31,40.7179866,-73.98909177983941
LOWER EAST SIDE,46 CONDO STORE BUILDINGS,242 BROOME STREET,RTL4,10002,,1.0,1.0,,,2016.0,15330273.0,2023-03-31,40.7179866,-73.98909177983941
LOWER EAST SIDE,46 CONDO STORE BUILDINGS,157 LUDLOW STREET,1,10002,,1.0,1.0,,,1900.0,2100000.0,2023-10-31,40.72100615,-73.98812410325041
LOWER EAST SIDE,46 CONDO STORE BUILDINGS,62 RIVINGTON STREET,C2-A,10002,,1.0,1.0,,,2003.0,1069000.0,2023-03-29,40.72075905,-73.99010746208575
LOWER EAST SIDE,47 CONDO NON-BUSINESS STORAGE,196 ORCHARD STREET,SU1,10002,,1.0,1.0,,,2017.0,1240000.0,2023-04-12,40.722304,-73.9879659
LOWER EAST SIDE,47 CONDO NON-BUSINESS STORAGE,196 ORCHARD STREET,SU3,10002,,1.0,1.0,,,2017.0,4795000.0,2023-12-27,40.722304,-73.9879659
LOWER EAST SIDE,47 CONDO NON-BUSINESS STORAGE,196 ORCHARD STREET,SU8,10002,,1.0,1.0,,,2017.0,1807500.0,2023-07-07,40.722304,-73.9879659
LOWER EAST SIDE,47 CONDO NON-BUSINESS STORAGE,196 ORCHARD STREET,SU17,10002,,1.0,1.0,,,2017.0,3977500.0,2023-04-12,40.722304,-73.9879659
LOWER EAST SIDE,47 CONDO NON-BUSINESS STORAGE,199 CHRYSTIE STREET,SU1,10002,,1.0,1.0,,,2020.0,2950000.0,2024-02-08,40.72223965,-73.99210135338174
LOWER EAST SIDE,47 CONDO NON-BUSINESS STORAGE,199 CHRYSTIE STREET,SU4,10002,,1.0,1.0,,,2020.0,2500000.0,2023-07-17,40.72223965,-73.99210135338174
LOWER EAST SIDE,47 CONDO NON-BUSINESS STORAGE,199 CHRYSTIE STREET,SU5,10002,,1.0,1.0,,,2020.0,4875000.0,2023-08-31,40.72223965,-73.99210135338174
LOWER EAST SIDE,47 CONDO NON-BUSINESS STORAGE,199 CHRYSTIE STREET,SU7,10002,,1.0,1.0,,,2020.0,4800000.0,2023-07-13,40.72223965,-73.99210135338174
LOWER EAST SIDE,47 CONDO NON-BUSINESS STORAGE,199 CHRYSTIE STREET,SU10,10002,,1.0,1.0,,,2020.0,4500000.0,2024-02-16,40.72223965,-73.99210135338174
MANHATTAN VALLEY,02 TWO FAMILY DWELLINGS,107 MANHATTAN AVENUE,None,10025,2.0,0.0,2.0,900.0,2880.0,1899.0,3862500.0,2023-10-25,40.797657099999995,-73.9624527
MANHATTAN VALLEY,07 RENTALS - WALKUP APARTMENTS,6 WEST 103 STREET,None,10025,20.0,0.0,20.0,3431.0,13030.0,1910.0,976209.0,2023-04-27,,
MANHATTAN VALLEY,07 RENTALS - WALKUP APARTMENTS,8 WEST 103 STREET,None,10025,15.0,0.0,15.0,1917.0,7420.0,1910.0,976209.0,2023-04-27,,
MANHATTAN VALLEY,07 RENTALS - WALKUP APARTMENTS,113 MANHATTAN AVENUE,None,10025,8.0,0.0,8.0,900.0,2160.0,1920.0,976209.0,2023-04-27,40.797787299999996,-73.96235825
MANHATTAN VALLEY,09 COOPS - WALKUP APARTMENTS,53 WEST 104 STREET,None,10025,,,,,,1920.0,3050000.0,2023-05-25,40.7976695,-73.96261809734226
MANHATTAN VALLEY,09 COOPS - WALKUP APARTMENTS,17 WEST 106TH,4C,10025,,,,,,1920.0,360000.0,2023-04-27,40.79865435,-73.96077395448052
MANHATTAN VALLEY,09 COOPS - WALKUP APARTMENTS,17-19 WEST 108TH STREET,101,10025,,,,,,1900.0,162240.0,2023-06-29,40.801802,-73.9649035
MANHATTAN VALLEY,09 COOPS - WALKUP APARTMENTS,17-19 WEST 108TH STREET,89,10025,,,,,,1900.0,185000.0,2023-06-12,40.801802,-73.9649035
MANHATTAN VALLEY,09 COOPS - WALKUP APARTMENTS,8 MORNINGSIDE AVENUE,2N,10026,,,,,,1910.0,799000.0,2023-09-14,40.804451799999995,-73.958027906828
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,49 WEST 96TH STREET,1F,10025,,,,,,1941.0,675000.0,2023-06-20,40.7927727,-73.96662142105097
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,41 W 96TH ST.,13B,10025,,,,,,1926.0,1435000.0,2023-10-02,40.792638600000004,-73.96639990710315
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,41 WEST 96TH STREET,11A,10025,,,,,,1926.0,1300000.0,2023-07-05,40.792638600000004,-73.96639990710315
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,41 WEST 96TH STREET,9D,10025,,,,,,1926.0,759000.0,2024-02-28,40.792638600000004,-73.96639990710315
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,7 WEST 96TH STREET,14B,10025,,,,,,1931.0,545000.0,2023-09-12,40.79221575,-73.96530966354877
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,370 CENTRAL PARK WEST,309,10025,,,,,,1918.0,729500.0,2023-10-23,40.7922117,-73.9644841
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,370 CENTRAL PARK WEST,406,10025,,,,,,1918.0,415000.0,2024-01-29,40.7922117,-73.9644841
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,370 CENTRAL PARK WEST,407,10025,,,,,,1918.0,447249.0,2023-11-07,40.7922117,-73.9644841
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,407 CENTRAL PARK WEST,4D,10025,,,,,,1900.0,957797.0,2024-02-08,40.7945508,-73.9628022
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,407 CENTRAL PARK WEST,5A,10025,,,,,,1900.0,957797.0,2024-02-08,40.7945508,-73.9628022
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,407 CENTRAL PARK WEST,5C,10025,,,,,,1900.0,957797.0,2024-02-08,40.7945508,-73.9628022
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,407 CENTRAL PARK WEST,6B,10025,,,,,,1900.0,957797.0,2024-02-08,40.7945508,-73.9628022
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,410 CENTRAL PARK WEST,12B,10025,,,,,,1929.0,1455000.0,2023-10-03,40.7947536,-73.9626335
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,410 CENTRAL PARK WEST,15C,10025,,,,,,1929.0,650000.0,2023-12-18,40.7947536,-73.9626335
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,410 CENTRAL PARK WEST,16D,10025,,,,,,1929.0,770000.0,2023-10-25,40.7947536,-73.9626335
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,410 CENTRAL PARK WEST,4D,10025,,,,,,1929.0,775000.0,2023-06-26,40.7947536,-73.9626335
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,410 CENTRAL PARK WEST,5EF,10025,,,,,,1929.0,1315000.0,2024-02-20,40.7947536,-73.9626335
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,415 CENTRAL PARK WEST,10AF,10025,,,,,,1926.0,1385000.0,2023-08-07,40.7950942,-73.9624213
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,444 CENTRAL PARK WEST,6A,10025,,,,,,1930.0,2675000.0,2023-06-06,40.7969351,-73.9610561
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,446 CENTRAL PARK WEST,1D,10025,,,,,,1920.0,350589.0,2023-12-01,40.7972227,-73.96096891662437
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,446 CENTRAL PARK WEST,2B,10025,,,,,,1920.0,547130.0,2023-12-15,40.7972227,-73.96096891662437
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,446 CENTRAL PARK WEST,2C,10025,,,,,,1920.0,998065.0,2023-11-30,40.7972227,-73.96096891662437
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,446 CENTRAL PARK WEST,2E,10025,,,,,,1920.0,222237.0,2023-12-01,40.7972227,-73.96096891662437
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,446 CENTRAL PARK WEST,3A,10025,,,,,,1920.0,547130.0,2023-12-15,40.7972227,-73.96096891662437
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,446 CENTRAL PARK WEST,3B,10025,,,,,,1920.0,350589.0,2023-12-01,40.7972227,-73.96096891662437
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,446 CENTRAL PARK WEST,3D,10025,,,,,,1920.0,998065.0,2023-11-30,40.7972227,-73.96096891662437
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,446 CENTRAL PARK WEST,3E,10025,,,,,,1920.0,484051.0,2023-11-30,40.7972227,-73.96096891662437
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,446 CENTRAL PARK WEST,4A/4E,10025,,,,,,1920.0,998065.0,2023-11-30,40.7972227,-73.96096891662437
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,446 CENTRAL PARK WEST,4D,10025,,,,,,1920.0,547130.0,2023-12-15,40.7972227,-73.96096891662437
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,446 CENTRAL PARK WEST,5E,10025,,,,,,1920.0,731490.0,2023-09-20,40.7972227,-73.96096891662437
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,446 CENTRAL PARK WEST,6E,10025,,,,,,1920.0,998065.0,2023-11-30,40.7972227,-73.96096891662437
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,446 CENTRAL PARK WEST,7C,10025,,,,,,1920.0,317000.0,2023-07-13,40.7972227,-73.96096891662437
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,446 CENTRAL PARK WEST,7D,10025,,,,,,1920.0,484051.0,2023-11-30,40.7972227,-73.96096891662437
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,446 CENTRAL PARK WEST,7E,10025,,,,,,1920.0,998065.0,2023-11-30,40.7972227,-73.96096891662437
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,50 WEST 106TH STREET,15B,10025,,,,,,1930.0,590000.0,2023-09-22,40.7986201,-73.9618034
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,485 CENTRAL PARK WEST,6K,10025,,,,,,1900.0,440000.0,2023-08-17,40.7999547,-73.9588673
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,4 WEST 109 STREET,6G,10025,,,,,,1890.0,500000.0,2023-05-03,,
MANHATTAN VALLEY,10 COOPS - ELEVATOR APARTMENTS,351 WEST 114TH STREET,6C,10026,,,,,,1901.0,855000.0,2023-11-06,40.8039037,-73.9579475
MANHATTAN VALLEY,12 CONDOS - WALKUP APARTMENTS,15 WEST 104TH ST,17,10025,1.0,,1.0,,,1986.0,1450000.0,2024-02-12,40.7973049,-73.96182756828622
MANHATTAN VALLEY,12 CONDOS - WALKUP APARTMENTS,15 WEST 104 STREET,23,10025,1.0,,1.0,,,1986.0,980000.0,2023-05-12,40.7973049,-73.96182756828622
MANHATTAN VALLEY,12 CONDOS - WALKUP APARTMENTS,120 MANHATTAN AVENUE,54,10025,1.0,,1.0,,,1986.0,995000.0,2023-08-16,40.7980068,-73.9617558
MANHATTAN VALLEY,12 CONDOS - WALKUP APARTMENTS,48 WEST 105 STREET,74,10025,1.0,,1.0,,,1986.0,1405000.0,2023-04-24,,
MANHATTAN VALLEY,12 CONDOS - WALKUP APARTMENTS,67 WEST 107TH,8,10025,1.0,,1.0,,,1929.0,575000.0,2023-05-17,40.7998549,-73.96156611404956
MANHATTAN VALLEY,12 CONDOS - WALKUP APARTMENTS,67 WEST 107TH STREET,19,10025,1.0,,1.0,,,1929.0,620000.0,2023-09-08,40.7998549,-73.96156611404956
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,382 CENTRAL PARK WEST,1G,10025,1.0,,1.0,,,1961.0,675000.0,2023-11-10,40.793570700000004,-73.96569196411343
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,382 CENTRAL PARK WEST,5F,10025,1.0,,1.0,,,1961.0,746500.0,2023-08-30,40.793570700000004,-73.96569196411343
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,382 CENTRAL PARK WEST,5V,10025,1.0,,1.0,,,1961.0,820000.0,2023-06-15,40.793570700000004,-73.96569196411343
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,382 CENTRAL PARK WEST,8M,10025,1.0,,1.0,,,1961.0,960000.0,2023-05-17,40.793570700000004,-73.96569196411343
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,382 CENTRAL PARK WEST,14M,10025,1.0,,1.0,,,1961.0,1030000.0,2023-04-27,40.793570700000004,-73.96569196411343
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,382 CENTRAL PARK WEST,15G,10025,1.0,,1.0,,,1961.0,697000.0,2023-08-09,40.793570700000004,-73.96569196411343
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,382 CENTRAL PARK WEST,17B,10025,1.0,,1.0,,,1961.0,1164000.0,2023-09-11,40.793570700000004,-73.96569196411343
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,382 CENTRAL PARK WEST,18K,10025,1.0,,1.0,,,1961.0,1333000.0,2023-11-30,40.793570700000004,-73.96569196411343
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,382 CENTRAL PARK WEST,19A,10025,1.0,,1.0,,,1961.0,1100000.0,2023-11-14,40.793570700000004,-73.96569196411343
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,382 CENTRAL PARK WEST,19S,10025,1.0,,1.0,,,1961.0,692500.0,2023-08-17,40.793570700000004,-73.96569196411343
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,382 CENTRAL PARK WEST,20U,10025,1.0,,1.0,,,1961.0,780000.0,2023-04-12,40.793570700000004,-73.96569196411343
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,372 CENTRAL PARK WEST,3A,10025,1.0,,1.0,,,1961.0,1226500.0,2023-10-06,40.792962349999996,-73.96479896961364
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,372 CENTRAL PARK WEST,5E,10025,1.0,,1.0,,,1961.0,672500.0,2023-04-19,40.792962349999996,-73.96479896961364
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,372 CENTRAL PARK WEST,7G,10025,1.0,,1.0,,,1961.0,776500.0,2023-08-29,40.792962349999996,-73.96479896961364
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,372 CENTRAL PARK WEST,10W,10025,1.0,,1.0,,,1961.0,1250000.0,2023-05-17,40.792962349999996,-73.96479896961364
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,372 CENTRAL PARK WEST,17D,10025,1.0,,1.0,,,1961.0,2394000.0,2023-08-17,40.792962349999996,-73.96479896961364
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,372 CENTRAL PARK WEST,17R,10025,1.0,,1.0,,,1961.0,1600000.0,2023-03-20,40.792962349999996,-73.96479896961364
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,372 CENTRAL PARK WEST,18E,10025,1.0,,1.0,,,1961.0,740000.0,2024-02-13,40.792962349999996,-73.96479896961364
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,372 CENTRAL PARK WEST,18T,10025,1.0,,1.0,,,1961.0,689000.0,2023-06-23,40.792962349999996,-73.96479896961364
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,372 CENTRAL PARK WEST,20H,10025,1.0,,1.0,,,1961.0,890000.0,2023-05-04,40.792962349999996,-73.96479896961364
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,392 CENTRAL PARK WEST,1C,10025,1.0,,1.0,,,1960.0,1226500.0,2023-07-13,40.7945022,-73.96489677376582
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,392 CENTRAL PARK WEST,1L,10025,1.0,,1.0,,,1960.0,626500.0,2024-02-14,40.7945022,-73.96489677376582
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,392 CENTRAL PARK WEST,2P,10025,1.0,,1.0,,,1960.0,1423000.0,2023-08-29,40.7945022,-73.96489677376582
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,392 CENTRAL PARK WEST,6J,10025,1.0,,1.0,,,1960.0,1040000.0,2023-07-17,40.7945022,-73.96489677376582
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,392 CENTRAL PARK WEST,8Y,10025,1.0,,1.0,,,1960.0,709500.0,2023-12-28,40.7945022,-73.96489677376582
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,392 CENTRAL PARK WEST,9F,10025,1.0,,1.0,,,1960.0,622000.0,2023-08-16,40.7945022,-73.96489677376582
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,392 CENTRAL PARK WEST,10L,10025,1.0,,1.0,,,1960.0,876500.0,2023-08-22,40.7945022,-73.96489677376582
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,392 CENTRAL PARK WEST,11J,10025,1.0,,1.0,,,1960.0,985000.0,2023-11-14,40.7945022,-73.96489677376582
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,392 CENTRAL PARK WEST,11K,10025,1.0,,1.0,,,1960.0,1100000.0,2023-04-21,40.7945022,-73.96489677376582
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,392 CENTRAL PARK WEST,14B,10025,1.0,,1.0,,,1960.0,931000.0,2023-06-06,40.7945022,-73.96489677376582
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,392 CENTRAL PARK WEST,16L,10025,1.0,,1.0,,,1960.0,661500.0,2023-12-29,40.7945022,-73.96489677376582
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,392 CENTRAL PARK WEST,17S,10025,1.0,,1.0,,,1960.0,700000.0,2023-09-01,40.7945022,-73.96489677376582
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,392 CENTRAL PARK WEST,19T,10025,1.0,,1.0,,,1960.0,637000.0,2023-08-01,40.7945022,-73.96489677376582
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,392 CENTRAL PARK WEST,20G,10025,1.0,,1.0,,,1960.0,111000.0,2023-07-26,40.7945022,-73.96489677376582
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,400 CENTRAL PARK WEST,3T,10025,1.0,,1.0,,,1960.0,601500.0,2024-01-18,40.7942295,-73.96369820578359
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,400 CENTRAL PARK WEST,4E,10025,1.0,,1.0,,,1960.0,600000.0,2023-06-27,40.7942295,-73.96369820578359
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,400 CENTRAL PARK WEST,5B,10025,1.0,,1.0,,,1960.0,1050000.0,2023-09-29,40.7942295,-73.96369820578359
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,400 CENTRAL PARK WEST,6L,10025,1.0,,1.0,,,1960.0,430000.0,2023-03-02,40.7942295,-73.96369820578359
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,400 CENTRAL PARK WEST,7B,10025,1.0,,1.0,,,1960.0,1050000.0,2023-09-12,40.7942295,-73.96369820578359
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,400 CENTRAL PARK WEST,8H,10025,1.0,,1.0,,,1960.0,748500.0,2024-02-15,40.7942295,-73.96369820578359
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,400 CENTRAL PARK WEST,10E,10025,1.0,,1.0,,,1960.0,756500.0,2023-03-03,40.7942295,-73.96369820578359
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,400 CENTRAL PARK WEST,11T,10025,1.0,,1.0,,,1960.0,657500.0,2024-01-18,40.7942295,-73.96369820578359
MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS,400 CENTRAL PARK WEST,15V,10025,1.0,,1.0,,,1960.0,801500.0,2023-07-17,40.7942295,-73.96369820578359
